,Code plate-forme,Code gare,Code UIC,Date fin validité plateforme,Intitulé plateforme,Code postal,Code Commune,Commune,Code département,Département,Longitude,Latitude,Segment DRG,Niveau de service,RG,TVSs,SOPs,Gare,Intitulé gare,Intitulé fronton de gare,Gare DRG,Gare étrangère,DTG,Région SNCF,Unité gare,UT,Nbre plateformes,TVS,WGS 84,Verification TGV
2649,00234-1,234,87755629,,Hyères,83400.0,69.0,Hyères,83.0,Var,6.124223,43.108867,b,2.0,GARES B PROV ALPES,"""[{""""TVS_Code"""": """"HYE""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Hyères"""", """"Alias_Libelle_Fronton"""": """"Hyères"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION PROVENCE ALPES COTE D'AZUR"""", """"UG_Libelle"""": """"UG Régionale PA"""", """"UT_Libelle"""": """"HYERES GARE""""}""",Hyères,Hyères,True,False,DRG Occitanie Sud,REGION PROVENCE ALPES COTE D'AZUR,UG Régionale PA,HYERES GARE,1,HYE,"43.108867, 6.124223",wikipedia
954,01595-1,1595,87481754,,La Baule-Escoublac,44500.0,55.0,Baule-Escoublac,44.0,Loire-Atlantique,-2.389102,47.28869,b,2.0,GARE LA BAULE ESCOUBLAC,"""[{""""TVS_Code"""": """"LBE""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"La Baule-Escoublac"""", """"Alias_Libelle_Fronton"""": """"La Baule-Escoublac"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION PAYS DE LA LOIRE"""", """"UG_Libelle"""": """"UG Pays de la Loire"""", """"UT_Libelle"""": """"LA BAULE ESCOUBLAC GARE""""}""",La Baule-Escoublac,La Baule-Escoublac,True,False,DRG B-CVL-PDL,REGION PAYS DE LA LOIRE,UG Pays de la Loire,LA BAULE ESCOUBLAC GARE,1,LBE,"47.28869, -2.389102",wikipedia
943,01550-1,1550,87486019,,La Roche-sur-Yon,85000.0,191.0,Roche-sur-Yon,85.0,Vendée,-1.435621,46.67212,b,2.0,GARES B PAYS DE LA LOIRE,"""[{""""TVS_Code"""": """"LRY""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"La Roche-sur-Yon"""", """"Alias_Libelle_Fronton"""": """"La Roche-sur-Yon"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION PAYS DE LA LOIRE"""", """"UG_Libelle"""": """"UG Pays de la Loire"""", """"UT_Libelle"""": """"LA ROCHE SUR YON GARE""""}""",La Roche-sur-Yon,La Roche-sur-Yon,True,False,DRG B-CVL-PDL,REGION PAYS DE LA LOIRE,UG Pays de la Loire,LA ROCHE SUR YON GARE,1,LRY,"46.67212, -1.435621",wikipedia
947,01571-1,1571,87485003,,La Rochelle,17000.0,300.0,Rochelle,17.0,Charente-Maritime,-1.145305,46.15269,a,2.0,GARE LA ROCHELLE VILLE,"""[{""""TVS_Code"""": """"LRE""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"La Rochelle"""", """"Alias_Libelle_Fronton"""": """"La Rochelle"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Poitou-Charentes"""", """"UT_Libelle"""": """"LA ROCHELLE VILLE GARE""""}""",La Rochelle,La Rochelle,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Poitou-Charentes,LA ROCHELLE VILLE GARE,1,LRE,"46.15269, -1.145305",horaires
2208,01274-1,1274,87582643,,La Teste-de-Buch,33260.0,529.0,Teste-de-Buch,33.0,Gironde,-1.14295,44.636924,b,1.0,GARES B AQUITAINE,"""[{""""TVS_Code"""": """"TTE""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"La Teste-de-Buch"""", """"Alias_Libelle_Fronton"""": """"La Teste"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Aquitaine"""", """"UT_Libelle"""": """"LA TESTE GARE""""}""",La Teste-de-Buch,La Teste,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Aquitaine,LA TESTE GARE,1,TTE,"44.636924, -1.14295",wikipedia
327,01731-1,1731,87473108,,Lamballe,22400.0,93.0,Lamballe-Armor,22.0,Côtes-d'Armor,-2.511546,48.46606,b,2.0,GARES B BRETAGNE,"""[{""""TVS_Code"""": """"LAM""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Lamballe"""", """"Alias_Libelle_Fronton"""": """"Lamballe"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION BRETAGNE"""", """"UG_Libelle"""": """"UG Bretagne"""", """"UT_Libelle"""": """"LAMBALLE GARE""""}""",Lamballe,Lamballe,True,False,DRG B-CVL-PDL,REGION BRETAGNE,UG Bretagne,LAMBALLE GARE,1,LAM,"48.46606, -2.511546",wikipedia
1616,01693-1,1693,87474239,,Landerneau,29800.0,103.0,Landerneau,29.0,Finistère,-4.256528,48.453572,b,2.0,GARES B BRETAGNE,"""[{""""TVS_Code"""": """"LDO""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Landerneau"""", """"Alias_Libelle_Fronton"""": """"Landerneau"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION BRETAGNE"""", """"UG_Libelle"""": """"UG Bretagne"""", """"UT_Libelle"""": """"LANDERNEAU GARE""""}""",Landerneau,Landerneau,True,False,DRG B-CVL-PDL,REGION BRETAGNE,UG Bretagne,LANDERNEAU GARE,1,LDO,"48.453572, -4.256528",wikipedia
1361,00390-1,390,87741777,,Landry,73210.0,142.0,Landry,73.0,Savoie,6.7338182,45.5741713,c,1.0,GARES C ALPES,"""[{""""TVS_Code"""": """"LAY""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Landry"""", """"Alias_Libelle_Fronton"""": """"Landry"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"LANDRY GARE""""}""",Landry,Landry,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,LANDRY GARE,1,LAY,"45.5741713, 6.7338182",wikipedia
325,01722-1,1722,87473223,,Lannion,22300.0,113.0,Lannion,22.0,Côtes-d'Armor,-3.460353,48.727638,b,2.0,GARES B BRETAGNE,"""[{""""TVS_Code"""": """"LNI""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Lannion"""", """"Alias_Libelle_Fronton"""": """"Lannion"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION BRETAGNE"""", """"UG_Libelle"""": """"UG Bretagne"""", """"UT_Libelle"""": """"LANNION GARE""""}""",Lannion,Lannion,True,False,DRG B-CVL-PDL,REGION BRETAGNE,UG Bretagne,LANNION GARE,1,LNI,"48.727638, -3.460353",wikipedia
2285,01643-1,1643,87478404,,Laval,53000.0,130.0,Laval,53.0,Mayenne,-0.760907,48.076206,a,2.0,GARE LAVAL,"""[{""""TVS_Code"""": """"LAL""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Laval"""", """"Alias_Libelle_Fronton"""": """"Laval"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION PAYS DE LA LOIRE"""", """"UG_Libelle"""": """"UG Pays de la Loire"""", """"UT_Libelle"""": """"LAVAL GARE""""}""",Laval,Laval,True,False,DRG B-CVL-PDL,REGION PAYS DE LA LOIRE,UG Pays de la Loire,LAVAL GARE,1,LAL,"48.076206, -0.760907",horaires
2089,00746-1,746,87694109,,Le Creusot - Montceau-les-Mines - Montchanin TGV,71210.0,187.0,Écuisses,71.0,Saône-et-Loire,4.499513,46.765343,a,2.0,GARE LE CREUSOT MONTCEAU MONTC,"""[{""""TVS_Code"""": """"LCM""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Le Creusot - Montceau-les-Mines - Montchanin TGV"""", """"Alias_Libelle_Fronton"""": """"Le Creusot - Montceau-les-Mines - Montchanin TGV"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION DE PARIS-SUD-EST"""", """"UG_Libelle"""": """"UG Bourgogne"""", """"UT_Libelle"""": """"LE CREUSOT MONTCEAU MONTCHANIN P GAR.TGV""""}""",Le Creusot - Montceau-les-Mines - Montchanin TGV,Le Creusot - Montceau-les-Mines - Montchanin TGV,True,False,DRG AURA-BFC,REGION DE PARIS-SUD-EST,UG Bourgogne,LE CREUSOT MONTCEAU MONTCHANIN P GAR.TGV,1,LCM,"46.765343, 4.499513",intitulé plateforme
2900,01592-1,1592,87481788,,Le Croisic,44490.0,49.0,Croisic,44.0,Loire-Atlantique,-2.507442,47.289836,c,2.0,GARES B PAYS DE LA LOIRE,"""[{""""TVS_Code"""": """"LCC""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Le Croisic"""", """"Alias_Libelle_Fronton"""": """"Le Croisic"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION PAYS DE LA LOIRE"""", """"UG_Libelle"""": """"UG Pays de la Loire"""", """"UT_Libelle"""": """"LE CROISIC GARE""""}""",Le Croisic,Le Croisic,True,False,DRG B-CVL-PDL,REGION PAYS DE LA LOIRE,UG Pays de la Loire,LE CROISIC GARE,1,LCC,"47.289836, -2.507442",wikipedia
1655,01862-1,1862,87413013,,Le Havre,76600.0,351.0,Havre,76.0,Seine-Maritime,0.125677,49.492996,a,2.0,GARE LE HAVRE,"""[{""""TVS_Code"""": """"LHA""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Le Havre"""", """"Alias_Libelle_Fronton"""": """"Le Havre"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORMANDIE"""", """"UG_Libelle"""": """"UG Normandie"""", """"UT_Libelle"""": """"LE HAVRE GARE""""}""",Le Havre,Le Havre,True,False,DRG HDF-Normandie,REGION NORMANDIE,UG Normandie,LE HAVRE GARE,1,LHA,"49.492996, 0.125677",wikipedia
362,01917-1,1917,87396002,,Le Mans,72000.0,181.0,Mans,72.0,Sarthe,0.192578,47.995689,a,3.0,GARE LE MANS,"""[{""""TVS_Code"""": """"LEN""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Le Mans"""", """"Alias_Libelle_Fronton"""": """"Le Mans"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION PAYS DE LA LOIRE"""", """"UG_Libelle"""": """"UG Pays de la Loire"""", """"UT_Libelle"""": """"LE MANS GARE""""}""",Le Mans,Le Mans,True,False,DRG B-CVL-PDL,REGION PAYS DE LA LOIRE,UG Pays de la Loire,LE MANS GARE,1,LEN,"47.995689, 0.192578",horaires
304,01594-1,1594,87481762,,Le Pouliguen,44510.0,135.0,Pouliguen,44.0,Loire-Atlantique,-2.4331446,47.2825404,c,1.0,GARES C PAYS DE LA LOIRE,"""[{""""TVS_Code"""": """"LIG""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Le Pouliguen"""", """"Alias_Libelle_Fronton"""": """"Le Pouliguen"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION PAYS DE LA LOIRE"""", """"UG_Libelle"""": """"UG Pays de la Loire"""", """"UT_Libelle"""": """"LE POULIGUEN GARE""""}""",Le Pouliguen,Le Pouliguen,True,False,DRG B-CVL-PDL,REGION PAYS DE LA LOIRE,UG Pays de la Loire,LE POULIGUEN GARE,1,LIG,"47.2825404, -2.4331446",wikipedia
413,02142-1,2142,87345025,,Lens,62300.0,498.0,Lens,62.0,Pas-de-Calais,2.828254,50.426818,b,2.0,GARES B NORD PAS DE CALAIS,"""[{""""TVS_Code"""": """"LNS""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Lens"""", """"Alias_Libelle_Fronton"""": """"Lens"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Nord Pas de Calais"""", """"UT_Libelle"""": """"LENS P GARE""""}""",Lens,Lens,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Nord Pas de Calais,LENS P GARE,1,LNS,"50.426818, 2.828254",horaires
35,00236-1,236,87755447,,Les Arcs - Draguignan,83460.0,4.0,Arcs,83.0,Var,6.482498,43.455524,b,2.0,GARE LES ARCS DRAGUIGNAN,"""[{""""TVS_Code"""": """"LAC""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Les Arcs - Draguignan"""", """"Alias_Libelle_Fronton"""": """"Les Arcs - Draguignan"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION PROVENCE ALPES COTE D'AZUR"""", """"UG_Libelle"""": """"UG Côte d'Azur"""", """"UT_Libelle"""": """"LES ARCS GARE""""}""",Les Arcs - Draguignan,Les Arcs - Draguignan,True,False,DRG Occitanie Sud,REGION PROVENCE ALPES COTE D'AZUR,UG Côte d'Azur,LES ARCS GARE,1,LAC,"43.455524, 6.482498",horaires
